fitted_values,residuals,standardized_residuals,cooks_d,model
-0.17139102226990094,1.142152461019901,1.59909568713466,0.004589361459778074,Model_1_Age_Only
0.06446594703916753,0.007336132960832367,0.010271114389963264,0.016010424568711393,Model_1_Age_Only
-0.09611679738164076,0.45103510988164075,0.6314816310197243,0.02194127419811634,Model_1_Age_Only
-0.2655797461234852,0.10051659612348524,0.14073047236004776,0.01098066328828913,Model_1_Age_Only
0.16779042964178484,0.4491105778582152,0.6287871476092833,0.07577149556335634,Model_1_Age_Only
0.2340976608065179,1.325400354193482,1.8556559325056854,0.15877718976892707,Model_1_Age_Only
-0.014554426733058278,0.12781224823305828,0.17894635076122895,0.09301273679658216,Model_1_Age_Only
0.21385699337201308,0.12147598412798694,0.17007512476578,0.18643861430117473,Model_1_Age_Only
0.14419686854814318,-0.2487243157981432,-0.3482319517336309,0.013409658284611043,Model_1_Age_Only
-0.11216507222570705,-1.018024357774293,-1.4253074046360075,0.004407067211251623,Model_1_Age_Only
0.1193869843481778,-1.0323956455981778,-1.4454282424068459,0.23811292591326946,Model_1_Age_Only
0.28281541793969084,0.5077816720603092,0.7109309041566899,0.021072118443872145,Model_1_Age_Only
0.014723111627952186,0.10021199847204781,0.14030401371520979,0.024402163498001755,Model_1_Age_Only
-0.11521692576438813,0.24869257551438814,0.3481875130508864,0.31617106191367617,Model_1_Age_Only
0.15363833255225423,-0.19876991505225414,-0.27829219367819935,0.11624687504759079,Model_1_Age_Only
-0.007638504992528803,0.3544811799925288,0.4962991767231162,0.229837380536776,Model_1_Age_Only
0.26870588664546147,0.1381646463545385,0.19344045356496273,0.002189713789268312,Model_1_Age_Only
-0.0252711847862626,-0.0326044902137373,-0.04564863401463449,0.10178115064549272,Model_1_Age_Only
-0.1448821541770844,0.27346561417708437,0.3828715509834085,0.08459758368282722,Model_1_Age_Only
-0.21601020322149578,1.2391215282214958,1.7348593635610765,0.1208323196476088,Model_1_Age_Only
0.1314837812053401,0.3038652937946599,0.4254332914040627,0.3105974081435547,Model_1_Age_Only
-0.4599372108630705,0.8742968753630704,1.2240785800347147,0.022321227882774696,Model_1_Age_Only
-0.22847931057624515,0.9523249930762451,1.3333235633173792,0.126556659569207,Model_1_Age_Only
0.6613720513139785,-0.28619112631397847,-0.40068818428691333,0.0781089292451748,Model_1_Age_Only
0.03484548007427632,0.5744155849257236,0.8042231802026059,0.06295488486797834,Model_1_Age_Only
-0.034999196699624334,-0.16700227080037555,-0.23381520426800703,0.12834833038348456,Model_1_Age_Only
0.4191663548019185,-0.4770613873019184,-0.6679202934534351,0.032266611487800245,Model_1_Age_Only
-0.3973090035189312,1.0373009510189313,1.4522960232067932,0.01205783744183103,Model_1_Age_Only
0.22502952739710802,0.27165665060289196,0.38033887172350334,0.15640910256830168,Model_1_Age_Only
0.2242768737567117,0.9677498362432883,1.3549194544308314,0.051579112607612936,Model_1_Age_Only
0.13045624299217085,-1.045469485492171,-1.4637325596519402,0.2625365696868897,Model_1_Age_Only
0.3667681027917948,-0.2570314277917948,-0.3598625066857525,0.18658349005584446,Model_1_Age_Only
-0.026902009124703967,-0.7994031383752961,-1.1192219554614908,0.11953958816663801,Model_1_Age_Only
0.09147645815949561,0.35944711434050436,0.5032518423868145,0.11734270940039582,Model_1_Age_Only
-0.29810881371085857,-0.5937474512891414,-0.831289185119673,0.06911421973566977,Model_1_Age_Only
0.23635999554451484,-1.3083548455445149,-1.8317909930200758,0.2637679769372085,Model_1_Age_Only
-0.3153943187509744,-0.8973680062490255,-1.2563798245324116,0.12228495900588637,Model_1_Age_Only
0.39702029947675077,-1.4231106244767506,-1.9924573466174342,0.09538179823636629,Model_1_Age_Only
-0.2344041928134502,0.5482092928134501,0.7675324842379824,0.0070685931318377835,Model_1_Age_Only
-0.04928818498126982,0.5446170814812699,0.7625031297125487,0.0006197638455285713,Model_1_Age_Only
0.21939616641912413,-1.0136029764191241,-1.4191171523732626,0.11619925064205178,Model_1_Age_Only
0.1762859496181172,-0.2154595471181171,-0.3016588803222522,0.0746553210593659,Model_1_Age_Only
0.04690058573201459,0.01653698526798541,0.023152970135555406,0.012942168881295436,Model_1_Age_Only
0.05953295928305843,0.3987716482169415,0.5583090214119673,0.0031108889715748393,Model_1_Age_Only
0.18326624958915708,0.8363408579108429,1.1709374225447013,0.1453064437571668,Model_1_Age_Only
0.0024855133036171388,0.10007478519638276,0.14011190524911438,0.08943871547773664,Model_1_Age_Only
0.12957510816299084,-0.20152397066299074,-0.28214806984146157,0.19907678148905028,Model_1_Age_Only
-0.13462014859491628,-0.37743118140508375,-0.5284308312360171,0.026961935556100176,Model_1_Age_Only
-0.0028959651193184843,-0.24958786888068155,-0.3494409882300947,0.028872200909814384,Model_1_Age_Only
0.19704354520425119,0.7928358847957488,1.1100273275691723,0.05566061629797623,Model_1_Age_Only
0.05902877797473061,0.1765973910252694,0.2472490634880494,0.01778037674664256,Model_1_Age_Only
0.14259543336820094,0.7223322166317991,1.0113171154601248,0.02484530131499472,Model_1_Age_Only
-0.12072052756644554,0.21091251256644544,0.2952927045366328,0.004379626905477321,Model_1_Age_Only
-0.35721609106574737,0.6504932560657474,0.9107373978392137,0.010233615401935158,Model_1_Age_Only
0.1610629387621661,0.14822062873783381,0.20751955299155797,0.16643490953333426,Model_1_Age_Only
0.07743949439717324,-2.0311133693971732,-2.8437049692860352,0.030585382219943363,Model_1_Age_Only
-0.14391483038225905,-0.406011402117741,-0.5684451981780243,0.15908083528874892,Model_1_Age_Only
0.13189404801937918,-0.9570235980193792,-1.3399019485650072,0.0364600862030015,Model_1_Age_Only
0.429190841299652,-0.05528291629965204,-0.07740006351521544,0.10060369335092141,Model_1_Age_Only
0.11475963956304724,-1.2941569220630473,-1.8119128778118758,0.03831768899051829,Model_1_Age_Only
0.1038750786260265,-0.3145701428760264,-0.4404208509301831,0.2092904717541707,Model_1_Age_Only
0.15321885791545617,0.04303807458454384,0.06025640341331341,0.01685869797677685,Model_1_Age_Only
0.16657753642731196,-0.08870531142731206,-0.12419382330331466,0.03994152201353395,Model_1_Age_Only
-0.12212439560192336,0.45847135510192333,0.6418929097815904,0.012422218592807245,Model_1_Age_Only
0.18595622742749848,-0.4409427999274985,-0.6173516703781442,0.01629587898464226,Model_1_Age_Only
-0.22612801543017633,-0.0649877495698237,-0.09098752889863246,0.17919791187214265,Model_1_Age_Only
0.07311319547146783,-1.293939440471468,-1.8116083879237086,0.10017332037342459,Model_1_Age_Only
0.3342647526336495,0.15199982986635047,0.21281070669622973,0.0096528066246904,Model_1_Age_Only
0.05928158301822145,-0.5580665630182214,-0.7813333723061965,0.1192546099338861,Model_1_Age_Only
-0.06055605956977438,-0.3799900529302256,-0.5320134356250424,0.026086168784858622,Model_1_Age_Only
-0.2630711817095353,0.31661765670953523,0.4432875177301555,0.0039526228095539415,Model_1_Age_Only
0.02712983730596935,0.33438455519403065,0.4681624549298232,0.043806476614393075,Model_1_Age_Only
-0.33201827051993354,0.8229486705199336,1.152187395881029,0.12686638218980897,Model_1_Age_Only
0.0031009076711243154,0.7471964298288756,1.046128804305883,0.02439751574640112,Model_1_Age_Only
0.31413391273070485,-0.3250530022307048,-0.45509760885437184,0.015587537122474904,Model_1_Age_Only
0.1346285949098942,0.2047256275901057,0.28663062007758555,0.04683632636930692,Model_1_Age_Only
-0.037528717984350715,-0.3928075420156492,-0.5499588432793708,0.08562682492163305,Model_1_Age_Only
0.026518108404737825,0.5541615965952623,0.775866138133463,0.2191269210916248,Model_1_Age_Only
0.09145875809259207,1.4664936619074078,2.053196722854664,0.033279822179860585,Model_1_Age_Only
0.06514240171389857,0.7999705982861014,1.1200164401970754,0.15881402210924994,Model_1_Age_Only
0.4356573269959323,-1.1885708719959323,-1.664084804900193,0.27417668010062857,Model_1_Age_Only
-0.07363764181911353,-0.29946081318088646,-0.4192667013962244,0.08006448931706316,Model_1_Age_Only
0.15732403291108196,-0.884892945411082,-1.2389138410814067,0.08913039737869473,Model_1_Age_Only
0.14678682979845703,0.33767583020154296,0.4727704769315333,0.019487208169379364,Model_1_Age_Only
0.42364427243846015,-1.3611648424384601,-1.905728791302534,0.002596693138867369,Model_1_Age_Only
0.038496754925744614,-0.051958572425744615,-0.07274574271939897,0.07781384894195631,Model_1_Age_Only
0.0639371924947008,-1.3898785074947007,-1.9459299899343367,0.0497898621144507,Model_1_Age_Only
-0.1935753788840446,0.3359943528840446,0.47041628761076143,0.09694564314715004,Model_1_Age_Only
0.3353587995380531,0.019091925461946824,0.026730070377849153,0.08956033293947553,Model_1_Age_Only
0.10082554459208698,0.650611237907913,0.9109025809136333,0.14081508957469951,Model_1_Age_Only
-0.5244274277311897,0.7866615902311896,1.1013828705932016,0.33545041362366707,Model_1_Age_Only
0.024403734500537594,-1.1273659720005378,-1.5783935377932194,0.01732278985674323,Model_1_Age_Only
-0.30204455510589123,0.31338104360589125,0.43875602632984023,0.13316820785737066,Model_1_Age_Only
0.3759770220115156,-0.8619678095115156,-1.2068170000771534,0.0845482487054875,Model_1_Age_Only
-0.01128161913282807,0.07087226163282807,0.09922626950637889,0.002015126354322404,Model_1_Age_Only
-0.025439573842656812,0.3116196938426568,0.4362900098337511,0.18710705556931506,Model_1_Age_Only
0.05695992572488901,0.613157417775111,0.8584645358319817,0.1711280522115883,Model_1_Age_Only
0.35631529517510396,-1.512317485175104,-2.1173533750147095,0.048134053834221244,Model_1_Age_Only
-0.1149903222893467,-0.6581365277106532,-0.9214385285026748,0.021210638751492112,Model_1_Age_Only
0.012007589179205785,-0.7322721441792057,-1.0252337297598437,0.5612329874165533,Model_1_Age_Only
-0.4032560663241688,1.3740175050741688,1.49936918133007,0.044801166523089714,Model_2_Age_Plus_Cognitive
0.43758060374090146,-0.3657785237409016,-0.3991485142395714,0.12960146637661116,Model_2_Age_Plus_Cognitive
-0.38230869612266655,0.7372270086226665,0.8044842604194599,0.0021399562528932547,Model_2_Age_Plus_Cognitive
-0.19002521389110585,0.024962063891105862,0.027239354056625347,0.0014237069380396146,Model_2_Age_Plus_Cognitive
0.3961630248095045,0.2207379826904955,0.24087591837284048,0.004294052268553265,Model_2_Age_Plus_Cognitive
-0.9247766898975692,2.4842747048975693,2.7109151933840936,0.08314948690374525,Model_2_Age_Plus_Cognitive
0.48005696111119694,-0.3667991396111969,-0.40026224093973783,0.36462271313609496,Model_2_Age_Plus_Cognitive
0.08831701687031236,0.24701596062968767,0.26955123737292075,0.10525380329355122,Model_2_Age_Plus_Cognitive
0.737153228000382,-0.8416806752503819,-0.9184672395592108,0.07351207122930531,Model_2_Age_Plus_Cognitive
0.29440963461946423,-1.4245990646194642,-1.5545652987345087,0.018047428856204913,Model_2_Age_Plus_Cognitive
0.13415052329689922,-1.0471591845468993,-1.142691562122126,0.05074439407142933,Model_2_Age_Plus_Cognitive
0.2789553949217889,0.5116416950782111,0.558318788989764,0.03707073228742024,Model_2_Age_Plus_Cognitive
0.33197429982201687,-0.21703918972201686,-0.2368396843623008,0.11875447015800862,Model_2_Age_Plus_Cognitive
0.5518631149930454,-0.4183874652430454,-0.4565569717442325,0.14332225894414732,Model_2_Age_Plus_Cognitive
0.42899432152033745,-0.47412590402033733,-0.5173804306954438,0.04651705340326868,Model_2_Age_Plus_Cognitive
-0.2108227983879213,0.5576654733879213,0.6085413185798959,0.10829834239722941,Model_2_Age_Plus_Cognitive
-0.1336338831232949,0.5405044161232949,0.5898146573207788,0.15943489906195854,Model_2_Age_Plus_Cognitive
-0.9836018882214237,0.9257262132214238,1.010180255584639,0.062434088349991236,Model_2_Age_Plus_Cognitive
0.0554492252000124,0.07313423479998761,0.07980627419542184,0.034916888916669137,Model_2_Age_Plus_Cognitive
-0.5786360340076363,1.601747359007636,1.7478748396609718,0.11419029953959335,Model_2_Age_Plus_Cognitive
0.035038496866692984,0.400310578133307,0.4368309294437296,0.039679324780683894,Model_2_Age_Plus_Cognitive
0.6460479437660884,-0.23168827926608843,-0.2528252109773637,0.036463159458257406,Model_2_Age_Plus_Cognitive
-0.23937582844360308,0.963221510943603,1.0510962509353654,0.10321165497063745,Model_2_Age_Plus_Cognitive
0.15965585239469007,0.21552507260530993,0.23518743427572553,0.15351808392042865,Model_2_Age_Plus_Cognitive
0.09530773494337486,0.5139533300566251,0.5608413145269706,0.12147399976033485,Model_2_Age_Plus_Cognitive
-1.2257192776172408,1.0237178101172408,1.1171116300921107,0.10687705322764152,Model_2_Age_Plus_Cognitive
0.6025364125081524,-0.6604314450081523,-0.7206826342238314,0.055633516487256424,Model_2_Age_Plus_Cognitive
0.4596817240443778,0.1803102234556222,0.19675993291912594,0.42022954360108167,Model_2_Age_Plus_Cognitive
-0.02148768126036698,0.518173859260367,0.5654468827920215,0.1264959254425866,Model_2_Age_Plus_Cognitive
0.32446822036650197,0.867558489633498,0.9467058880647332,0.07027991315464141,Model_2_Age_Plus_Cognitive
-0.3037732068170081,-0.6112400356829919,-0.6670034905040745,0.013862373079929772,Model_2_Age_Plus_Cognitive
0.18483869073820003,-0.07510201573820002,-0.08195357587350724,0.05551012104093931,Model_2_Age_Plus_Cognitive
-0.12571852767280897,-0.7005866198271911,-0.7645011673736969,0.07261783579560813,Model_2_Age_Plus_Cognitive
-0.025102498566184052,0.47602607106618405,0.5194539500628464,0.24609739469404524,Model_2_Age_Plus_Cognitive
0.64955211831508,-1.54140838331508,-1.6820311366132734,0.13296937328427644,Model_2_Age_Plus_Cognitive
0.24476834551373317,-1.316763195513733,-1.436891558638782,0.0011564715461844044,Model_2_Age_Plus_Cognitive
-0.7331634079965451,-0.4795989170034548,-0.5233527468890884,0.007583187517258003,Model_2_Age_Plus_Cognitive
0.10217738516931527,-1.1282677101693153,-1.2311996220356758,0.08748042592832775,Model_2_Age_Plus_Cognitive
-0.5659270950178373,0.8797321950178372,0.9599902011163961,0.3718359517923862,Model_2_Age_Plus_Cognitive
-0.0683879832291255,0.5637168797291255,0.6151447949826345,0.1214791173446639,Model_2_Age_Plus_Cognitive
-0.11628191833401923,-0.6779248916659808,-0.7397720087748301,0.1127419605904178,Model_2_Age_Plus_Cognitive
-0.06467502373446513,0.025501426234465226,0.027827922449834678,0.04828212784169598,Model_2_Age_Plus_Cognitive
-0.575441078361761,0.638878649361761,0.6971635761009439,0.00474042317402725,Model_2_Age_Plus_Cognitive
0.25783034349808015,0.20047426400191976,0.2187635397542343,0.11211645475739081,Model_2_Age_Plus_Cognitive
0.1640420936715478,0.8555650138284522,0.9336182469446567,0.3410039017375748,Model_2_Age_Plus_Cognitive
-0.11612926015142477,0.21868955865142467,0.23864061652032684,0.10792380072890612,Model_2_Age_Plus_Cognitive
0.447121308004121,-0.5190701705041209,-0.5664249645492053,0.13123448510696947,Model_2_Age_Plus_Cognitive
0.2367119669323913,-0.7487632969323913,-0.8170730048092963,0.009503265323861913,Model_2_Age_Plus_Cognitive
0.6005687602131897,-0.8530525942131897,-0.930876619179521,0.11097501238729993,Model_2_Age_Plus_Cognitive
-0.605917416255782,1.5957968462557819,1.7413814613740917,0.017725582293500925,Model_2_Age_Plus_Cognitive
0.12834689285484008,0.10727927614515992,0.11706636913535412,0.08891997176596715,Model_2_Age_Plus_Cognitive
-0.47949439658686993,1.34442204658687,1.4670737278883805,0.12017648832971106,Model_2_Age_Plus_Cognitive
0.8527015639975726,-0.7625095789975727,-0.8320733607802275,0.03341654248019221,Model_2_Age_Plus_Cognitive
0.25301930183453714,0.04025786316546287,0.04393058975856335,0.043217106455218125,Model_2_Age_Plus_Cognitive
-0.2849917829399021,0.5942753504399021,0.6484911162944891,0.030428435651064435,Model_2_Age_Plus_Cognitive
0.6606862193838987,-2.6143600943838985,-2.8528682785644692,0.022490275100501084,Model_2_Age_Plus_Cognitive
-0.05644877927581978,-0.4934774532241803,-0.5384974225678788,0.6032985684709002,Model_2_Age_Plus_Cognitive
1.4542638280944775,-2.2793933780944773,-2.487342534299238,0.16849425016072697,Model_2_Age_Plus_Cognitive
-0.40731004359902245,0.7812179685990224,0.8524885175720003,0.09542581398372398,Model_2_Age_Plus_Cognitive
0.5841651960208587,-1.7635624785208588,-1.9244523595072502,0.018845827961410634,Model_2_Age_Plus_Cognitive
0.17501982800392984,-0.38571489225392974,-0.42090367851199456,0.1454810537331836,Model_2_Age_Plus_Cognitive
0.22552001168567828,-0.029263079185678276,-0.03193275116204508,0.12540548975818114,Model_2_Age_Plus_Cognitive
-0.18434794128042511,0.262220166280425,0.2861425233610054,0.019789530769161165,Model_2_Age_Plus_Cognitive
-0.6674651023963676,1.0038120618963675,1.0953898796024164,0.046399612275428374,Model_2_Age_Plus_Cognitive
-0.5798244586628758,0.3248378861628758,0.35447286052933563,0.005531462215254146,Model_2_Age_Plus_Cognitive
0.8374487844255526,-1.1285645494255525,-1.2315235419500639,0.020590391185822954,Model_2_Age_Plus_Cognitive
0.4788952564455551,-1.6997215014455551,-1.8547871673395981,0.02082147169069073,Model_2_Age_Plus_Cognitive
-0.6351612583608449,1.1214258408608448,1.223733568695071,0.03701717089057891,Model_2_Age_Plus_Cognitive
-0.16635895653151847,-0.3324260234684815,-0.3627532639286446,0.1447672605261208,Model_2_Age_Plus_Cognitive
0.1033071850807292,-0.5438532975807292,-0.5934690573780281,0.07512481647902719,Model_2_Age_Plus_Cognitive
-0.2075848471574808,0.2611313221574807,0.2849543439417578,0.15462904032026253,Model_2_Age_Plus_Cognitive
0.7524773893733958,-0.3909629968733958,-0.42663056794227056,0.0282596576448601,Model_2_Age_Plus_Cognitive
0.21676955611173598,0.274160843888264,0.2991725495020664,0.013844319511040462,Model_2_Age_Plus_Cognitive
-0.38724720361523507,1.137544541115235,1.2413227786689462,0.1903307452947624,Model_2_Age_Plus_Cognitive
-0.7443222109400128,0.7334031214400129,0.80031151984419,0.06566506930909598,Model_2_Age_Plus_Cognitive
-0.1513508551933556,0.4907050776933555,0.5354721230977909,0.15855529598542917,Model_2_Age_Plus_Cognitive
0.6897998538785085,-1.1201361138785084,-1.222326179864504,0.09590150928110258,Model_2_Age_Plus_Cognitive
-0.03584047672271652,0.6165201817227166,0.6727653444947613,0.16598473186412854,Model_2_Age_Plus_Cognitive
-0.28814679937190074,1.8460992193719006,2.0145189307863394,0.1260453931896775,Model_2_Age_Plus_Cognitive
-0.1424769241783674,1.0075899241783675,1.0995123964233604,0.03125401303993191,Model_2_Age_Plus_Cognitive
0.37985394597863253,-1.1327674909786325,-1.2361099180423243,0.01375228335441405,Model_2_Age_Plus_Cognitive
